row_id,AwardNumber,PrincipalInvestigator,OrganizationState,inst_name,host_openalex_id,matched_name,method,source,jaccard,cover,type,productivity,ror
8272,"=""1552833""",Tzahi Cohen-Karni,PA,Carnegie Mellon University,I74973139,Carnegie Mellon University,exact,prior,,,,,https://ror.org/05x2bcf33
8273,"=""1552836""",Christopher J White,TN,Vanderbilt University,I200719446,Vanderbilt University,exact,prior,,,,,https://ror.org/02vm5rt34
8274,"=""1552837""",Helena M Mentis,MD,University of Maryland Baltimore County,I79272384,"University of Maryland, Baltimore County",exact,prior,,,,,https://ror.org/02qskvh78
8275,"=""1552838""",Wei Zhang,OH,"OHIO STATE UNIVERSITY, THE",I52357470,The Ohio State University,fuzzy,prior,,,,,https://ror.org/00rs6vg23
8276,"=""1552848""",Douglas M Boyer,NC,Duke University,I170897317,Duke University,exact,prior,,,,,https://ror.org/00py81415
8277,"=""1552849""",Renee R Frontiera,MN,University of Minnesota-Twin Cities,I130238516,University of Minnesota,exact,prior,,,,,https://ror.org/017zqws13
8278,"=""1552862""",Miles A Pufall,IA,University of Iowa,I126307644,University of Iowa,exact,prior,,,,,https://ror.org/036jqmy94
8279,"=""1552868""",Xaq Pitkow,TX,Baylor College of Medicine,I181547552,Baylor College of Medicine,exact,duckdb,1.0,1.0,education,139174.0,02pttbw34
8280,"=""1552871""",Xiaodong Yang,MO,Missouri University of Science and Technology,I20382870,Missouri University of Science and Technology,exact,prior,,,,,https://ror.org/00scwqd12
8281,"=""1552903""",Anastasios Matzavinos,RI,Brown University,I27804330,Brown University,exact,prior,,,,,https://ror.org/05gq02987
8282,"=""1552915""",Xiang Zhang,OH,Case Western Reserve University,I58956616,Case Western Reserve University,exact,prior,,,,,https://ror.org/051fd9666
8283,"=""1552924""",Xia Zhou,NH,Dartmouth College,I107672454,Dartmouth College,exact,prior,,,,,https://ror.org/049s0rh22
8284,"=""1552932""",Allison Bishop,NY,Columbia University,I78577930,Columbia University,exact,prior,,,,,https://ror.org/00hj8s172
8285,"=""1552934""",Kristin Yvonne Rozier,OH,University of Cincinnati,I63135867,University of Cincinnati,exact,duckdb,1.0,1.0,education,113395.0,01e3m7079
8286,"=""1552935""",Jeff Huang,TX,Texas A&M Engineering Experiment Station,I4391767840,Texas A&M Engineering Experiment Station,exact,prior,,,,,https://ror.org/03p8qrw52
8287,"=""1552942""",Bulent Sarlioglu,WI,University of Wisconsin-Madison,I135310074,University of Wisconsin–Madison,exact,prior,,,,,https://ror.org/01y2jtd41
8288,"=""1552944""",Christian Kastner,PA,Carnegie Mellon University,I74973139,Carnegie Mellon University,exact,prior,,,,,https://ror.org/05x2bcf33
8289,"=""1552946""",Behtash Babadi,MD,"University of Maryland, College Park",I66946132,"University of Maryland, College Park",exact,prior,,,,,https://ror.org/047s2c258
8290,"=""1552955""",Brent J Hecht,MN,University of Minnesota-Twin Cities,I130238516,University of Minnesota,exact,prior,,,,,https://ror.org/017zqws13
8291,"=""1552958""",Chung-Tse M Wu,MI,Wayne State University,I185443292,Wayne State University,exact,prior,,,,,https://ror.org/01070mq45
8292,"=""1552961""",Jennifer M Heemstra,UT,University of Utah,I223532165,University of Utah,exact,prior,,,,,https://ror.org/03r0ha626
8293,"=""1552975""",Zvonimir Rakamaric,UT,University of Utah,I223532165,University of Utah,exact,prior,,,,,https://ror.org/03r0ha626
8294,"=""1552976""",Paul C Stoy,MT,Montana State University,I23732399,Montana State University,exact,prior,,,,,https://ror.org/02w0trx84
8295,"=""1552993""",Desiree Plata,CT,Yale University,I32971472,Yale University,exact,prior,,,,,https://ror.org/03v76x132
8296,"=""1552996""",Megan C Thielges,IN,Indiana University,I592451,Indiana University,exact,prior,,,,,https://ror.org/01kg8sb98
8297,"=""1553004""",Eric A Klein,NJ,Rutgers University Camden,I102322142,"Rutgers, The State University of New Jersey",override,manual,,,,,
8298,"=""1553018""",David Schuster,CA,San Jose State University Foundation,I51504820,San Jose State University,exact,prior,,,,,https://ror.org/04qyvz380
8299,"=""1553021""",Stephen Valentine,WV,West Virginia University Research Corporation,I12097938,West Virginia University,exact,prior,,,,,https://ror.org/011vxgd24
8300,"=""1553022""",Adrienn Ruzsinszky,PA,Temple University,I84392919,Temple University,exact,prior,,,,,https://ror.org/00kx1jb78
8301,"=""1553023""",Lars E Dietrich,NY,Columbia University,I78577930,Columbia University,exact,prior,,,,,https://ror.org/00hj8s172
8302,"=""1553028""",Kevin B Wood,MI,Regents of the University of Michigan - Ann Arbor,I27837315,University of Michigan,exact,prior,,,,,https://ror.org/00jmfr291
8303,"=""1553030""",Adrienne H Roeder,NY,Cornell University,I205783295,Cornell University,exact,prior,,,,,https://ror.org/05bnh6r87
8304,"=""1553031""",Qiong Yang,MI,Regents of the University of Michigan - Ann Arbor,I27837315,University of Michigan,exact,prior,,,,,https://ror.org/00jmfr291
8305,"=""1553032""",Benjamin S Elias,OR,University of Oregon Eugene,I181233156,University of Oregon,fuzzy,duckdb,1.0,1.0,education,51031.0,0293rh119
8306,"=""1553035""",Kyumin Lee,UT,Utah State University,I121980950,Utah State University,exact,prior,,,,,https://ror.org/00h6set76
8307,"=""1553041""",Jiantao Guo,NE,University of Nebraska-Lincoln,I114395901,University of Nebraska–Lincoln,exact,prior,,,,,https://ror.org/043mer456
8308,"=""1553042""",Ulya R Karpuzcu,MN,University of Minnesota-Twin Cities,I130238516,University of Minnesota,exact,prior,,,,,https://ror.org/017zqws13
8309,"=""1553049""",Tara Hudiburg,ID,Regents of the University of Idaho,I155093810,University of Idaho,exact,prior,,,,,https://ror.org/03hbp5t65
8310,"=""1553053""",Nancy C Emery,CO,University of Colorado at Boulder,I188538660,University of Colorado Boulder,exact,prior,,,,,https://ror.org/02ttsq026
8311,"=""1553056""",Mingjie Lin,FL,The University of Central Florida Board of Trustees,I106165777,University of Central Florida,exact,prior,,,,,https://ror.org/036nfer12
8312,"=""1553063""",Aaron T Becker,TX,University of Houston,I44461941,University of Houston,exact,prior,,,,,https://ror.org/048sx0r50
8313,"=""1553067""",Ilia Karatsoreos,WA,Washington State University,I72951846,Washington State University,exact,prior,,,,,https://ror.org/05dk0ce17
8314,"=""1553069""",Rebecca M Slayton,NY,Cornell University,I205783295,Cornell University,exact,prior,,,,,https://ror.org/05bnh6r87
8315,"=""1553075""",Shuchin Aeron,MA,Tufts University,I121934306,Tufts University,exact,prior,,,,,https://ror.org/05wvpxv85
8316,"=""1553086""",John Duchi,CA,Stanford University,I97018004,Stanford University,exact,prior,,,,,https://ror.org/00f54p054
8317,"=""1553088""",Christopher Wilson,MA,Northeastern University,I12912129,Northeastern University,exact,prior,,,,,https://ror.org/04t5xt781
8318,"=""1553098""",Alfred L Hall,TN,University of Memphis,I94658018,University of Memphis,exact,prior,,,,,https://ror.org/01cq23130
8319,"=""1553100""",Christine W Miller,FL,University of Florida,I33213144,University of Florida,exact,prior,,,,,https://ror.org/02y3ad647
8320,"=""1553111""",Daniel J McGarvey,VA,Virginia Commonwealth University,I184840846,Virginia Commonwealth University,exact,prior,,,,,https://ror.org/02nkdxk79
8321,"=""1553114""",Stacey D Smith,CO,University of Colorado at Boulder,I188538660,University of Colorado Boulder,exact,prior,,,,,https://ror.org/02ttsq026
8322,"=""1553116""",Nathan Jacobs,KY,University of Kentucky Research Foundation,I143302722,University of Kentucky,exact,prior,,,,,https://ror.org/02k3smh20
8323,"=""1553137""",David W Flaherty,IL,University of Illinois at Urbana-Champaign,I157725225,University of Illinois Urbana-Champaign,exact,duckdb,1.0,1.0,education,295741.0,047426m28
8324,"=""1553141""",Nilanjan Ray Chaudhuri,ND,North Dakota State University Fargo,I57328836,North Dakota State University,fuzzy,prior,,,,,https://ror.org/05h1bnb22
8325,"=""1553143""",Allyson F O'Donnell,PA,Duquesne University,I165102784,Duquesne University,exact,prior,,,,,https://ror.org/02336z538
8326,"=""1553146""",Jenna Wiens,MI,Regents of the University of Michigan - Ann Arbor,I27837315,University of Michigan,exact,prior,,,,,https://ror.org/00jmfr291
8327,"=""1553166""",Matthew J Patitz,AR,University of Arkansas,I78715868,University of Arkansas at Fayetteville,fuzzy,duckdb,0.667,1.0,education,46735.0,05jbt9m15
8328,"=""1553167""",Sean Munson,WA,University of Washington,I201448701,University of Washington,exact,prior,,,,,https://ror.org/00cvxb145
8329,"=""1553168""",Ruzica Piskac,CT,Yale University,I32971472,Yale University,exact,prior,,,,,https://ror.org/03v76x132
8330,"=""1553169""",Barzan Mozafari,MI,Regents of the University of Michigan - Ann Arbor,I27837315,University of Michigan,exact,prior,,,,,https://ror.org/00jmfr291
8331,"=""1553179""",Aaron W Reinhard,OH,Otterbein College,I197312921,Otterbein University,override,manual,,,,,
8332,"=""1553183""",Kate Schilke,OR,Oregon State University,I131249849,Oregon State University,exact,prior,,,,,https://ror.org/00ysfqy60
8333,"=""1553202""",Jinkyu Yang,WA,University of Washington,I201448701,University of Washington,exact,prior,,,,,https://ror.org/00cvxb145
8334,"=""1553206""",Anthony Gitter,WI,"Morgridge Institute for Research, Inc.",I29680605,Morgridge Institute for Research,exact,duckdb,1.0,1.0,nonprofit,1395.0,05cb4rb43
8335,"=""1553211""",Ying Zhang,RI,University of Rhode Island,I17626003,University of Rhode Island,exact,prior,,,,,https://ror.org/013ckk937
8336,"=""1553212""",Phanish Suryanarayana,GA,Georgia Tech Research Corporation,I130701444,Georgia Institute of Technology,exact,prior,,,,,https://ror.org/01zkghx44
8337,"=""1553228""",Aryeh Warmflash,TX,William Marsh Rice University,I74775410,Rice University,exact,prior,,,,,https://ror.org/008zs3103
8338,"=""1553234""",Vivian E Ferry,MN,University of Minnesota-Twin Cities,I130238516,University of Minnesota,exact,prior,,,,,https://ror.org/017zqws13
8339,"=""1553248""",Viveck R Cadambe,PA,Pennsylvania State Univ University Park,I130769515,Pennsylvania State University,exact,prior,,,,,https://ror.org/04p491231
8340,"=""1553250""",Cong T Trinh,TN,University of Tennessee Knoxville,I75027704,University of Tennessee at Knoxville,fuzzy,prior,,,,,https://ror.org/020f3ap87
8341,"=""1553251""",Yohannes J Abate,GA,"Georgia State University Research Foundation, Inc.",I181565077,Georgia State University,exact,prior,,,,,https://ror.org/03qt6ba18
8342,"=""1553252""",Steven M Chase,PA,Carnegie Mellon University,I74973139,Carnegie Mellon University,exact,prior,,,,,https://ror.org/05x2bcf33
8343,"=""1553255""",Patrick Alford,MN,University of Minnesota-Twin Cities,I130238516,University of Minnesota,exact,prior,,,,,https://ror.org/017zqws13
8344,"=""1553264""",Amlan Ganguly,NY,Rochester Institute of Tech,I155173764,Rochester Institute of Technology,exact,prior,,,,,https://ror.org/00v4yb702
8345,"=""1553266""",Lydia E Tapia,NM,University of New Mexico,I169521973,University of New Mexico,exact,prior,,,,,https://ror.org/05fs6jp91
8346,"=""1553273""",Shan Lin,NY,SUNY at Stony Brook,I59553526,Stony Brook University,exact,prior,,,,,https://ror.org/05qghxh33
8347,"=""1553274""",Alessandro Arlotto,NC,Duke University,I170897317,Duke University,exact,prior,,,,,https://ror.org/00py81415
8348,"=""1553275""",Ali Mani,CA,Stanford University,I97018004,Stanford University,exact,prior,,,,,https://ror.org/00f54p054
8349,"=""1553279""",Jason Castro,ME,Bates College,I37415318,Bates College,exact,prior,,,,,https://ror.org/003yn7c76
8350,"=""1553281""",Xiaoning Qian,TX,Texas A&M Engineering Experiment Station,I4391767840,Texas A&M Engineering Experiment Station,exact,prior,,,,,https://ror.org/03p8qrw52
8351,"=""1553284""",Stefanie Jegelka,MA,Massachusetts Institute of Technology,I63966007,Massachusetts Institute of Technology,exact,prior,,,,,https://ror.org/042nb2s44
8352,"=""1553287""",Paul T Bauman,NY,SUNY at Buffalo,I63190737,"University at Buffalo, State University of New York",exact,prior,,,,,https://ror.org/01y64my43
8353,"=""1553288""",Daniel M Kane,CA,University of California-San Diego,I36258959,University of California San Diego,exact,prior,,,,,https://ror.org/0168r3w48
8354,"=""1553289""",Yana Bromberg,NJ,Rutgers University New Brunswick,I102322142,"Rutgers, The State University of New Jersey",fuzzy,duckdb,0.6,1.0,education,220207.0,05vt9qd57
8355,"=""1553291""",Edward P O'Brien,PA,Pennsylvania State Univ University Park,I130769515,Pennsylvania State University,exact,prior,,,,,https://ror.org/04p491231
8356,"=""1553301""",Amir Houmansadr,MA,University of Massachusetts Amherst,I24603500,University of Massachusetts Amherst,exact,prior,,,,,https://ror.org/0072zz521
8357,"=""1553304""",Yao Liu,FL,University of South Florida,I2613432,University of South Florida,exact,prior,,,,,https://ror.org/032db5x82
8358,"=""1553317""",Jeffrey J Tabor,TX,William Marsh Rice University,I74775410,Rice University,exact,prior,,,,,https://ror.org/008zs3103
8359,"=""1553329""",Guoning Chen,TX,University of Houston,I44461941,University of Houston,exact,prior,,,,,https://ror.org/048sx0r50
8360,"=""1553330""",Xiaolong Luo,DC,Catholic University of America,I84470341,Catholic University of America,exact,prior,,,,,https://ror.org/047yk3s18
8361,"=""1553333""",Gordon Wetzstein,CA,Stanford University,I97018004,Stanford University,exact,prior,,,,,https://ror.org/00f54p054
8362,"=""1553334""",Michael Reese,TX,University of Texas Southwestern Medical Center,I867280407,The University of Texas Southwestern Medical Center,fuzzy,duckdb,1.0,1.0,healthcare,115017.0,05byvp690
8363,"=""1553338""",Jia L Song,DE,University of Delaware,I86501945,University of Delaware,exact,prior,,,,,https://ror.org/01sbq1a82
8364,"=""1553340""",Stacy Patterson,NY,Rensselaer Polytechnic Institute,I165799507,Rensselaer Polytechnic Institute,exact,prior,,,,,https://ror.org/01rtyzb94
8365,"=""1553344""",Alexa L Mattheyses,GA,Emory University,I150468666,Emory University,exact,prior,,,,,https://ror.org/03czfpz43
8366,"=""1553354""",Esther Ezra,GA,Georgia Tech Research Corporation,I130701444,Georgia Institute of Technology,exact,prior,,,,,https://ror.org/01zkghx44
8367,"=""1553355""",Maryam Ghazisaeidi,OH,"OHIO STATE UNIVERSITY, THE",I52357470,The Ohio State University,fuzzy,prior,,,,,https://ror.org/00rs6vg23
8368,"=""1553356""",Wilson Wong,MA,Trustees of Boston University,I111088046,Boston University,exact,prior,,,,,https://ror.org/05qwgg493
8369,"=""1553365""",Andrew Peterson,RI,Brown University,I27804330,Brown University,exact,prior,,,,,https://ror.org/05gq02987
8370,"=""1553366""",Claude F Goldsmith,RI,Brown University,I27804330,Brown University,exact,prior,,,,,https://ror.org/05gq02987
8371,"=""1553367""",Colleen A Dalton,RI,Brown University,I27804330,Brown University,exact,prior,,,,,https://ror.org/05gq02987
8372,"=""1553376""",Eric Gilbert,GA,Georgia Tech Research Corporation,I130701444,Georgia Institute of Technology,exact,prior,,,,,https://ror.org/01zkghx44
8373,"=""1553379""",Christopher Jett,GA,University of West Georgia,I5950314,University of West Georgia,exact,duckdb,1.0,1.0,education,4109.0,01cqxk816
8374,"=""1553385""",Jing Chen,NY,SUNY at Stony Brook,I59553526,Stony Brook University,exact,prior,,,,,https://ror.org/05qghxh33
8375,"=""1553395""",Wei Gao,TN,University of Tennessee Knoxville,I75027704,University of Tennessee at Knoxville,fuzzy,prior,,,,,https://ror.org/020f3ap87
8376,"=""1553398""",Kylie A Peppler,IN,Indiana University,I592451,Indiana University,exact,prior,,,,,https://ror.org/01kg8sb98
8377,"=""1553407""",Na Li,MA,Harvard University,I136199984,Harvard University,exact,prior,,,,,https://ror.org/03vek6s52
8378,"=""1553408""",Jill Anderson,GA,University of Georgia Research Foundation Inc,I4387153128,University of Georgia Research Foundation,exact,prior,,,,,https://ror.org/04sqkw483
8379,"=""1553411""",Jing Gao,NY,SUNY at Buffalo,I63190737,"University at Buffalo, State University of New York",exact,prior,,,,,https://ror.org/01y64my43
8380,"=""1553419""",Siddharth Garg,NY,New York University,I57206974,New York University,exact,prior,,,,,https://ror.org/0190ak572
8381,"=""1553421""",Mukul Bansal,CT,University of Connecticut,I140172145,University of Connecticut,exact,prior,,,,,https://ror.org/02der9h97
8382,"=""1553428""",Aleksander Madry,MA,Massachusetts Institute of Technology,I63966007,Massachusetts Institute of Technology,exact,prior,,,,,https://ror.org/042nb2s44
8383,"=""1553430""",Shadow Huang,NC,North Carolina State University,I137902535,North Carolina State University,exact,prior,,,,,https://ror.org/04tj63d06
